Date,Time,Symbol,Previous Close,Open,High,Low,Close,Difference,Percent Change,Volume,Traded Shares,Amount
2026-05-25,14:18:08,TTL,49.52,898.80,898.80,846.00,857.00,857.00,0.00,0.00,867.86,31924.00
2026-05-25,14:18:08,TVCL,39.45,509.10,531.00,509.10,529.00,529.00,0.00,0.00,515.14,19928.00
2026-05-25,14:18:08,UAIL,28.21,437.00,453.00,437.00,446.00,446.00,0.00,0.00,444.35,9889.00
2026-05-25,14:18:08,UHEWA,47.28,583.50,615.10,580.00,615.00,615.00,0.00,0.00,601.38,64537.00
2026-05-25,14:18:08,ULBSL,37.52,2850.00,2997.90,2850.00,2949.00,2949.00,0.00,0.00,2941.30,866.00
2026-05-25,14:18:08,ULHC,30.15,478.10,485.70,478.10,481.00,481.00,0.00,0.00,481.26,18055.00
2026-05-25,14:18:08,UMHL,41.32,550.00,575.80,550.00,575.80,575.80,0.00,0.00,571.22,22352.00
2026-05-25,14:18:08,UMRH,47.28,537.20,555.00,537.20,555.00,555.00,0.00,0.00,546.39,37996.00
2026-05-25,14:18:08,UNHPL,32.77,420.00,444.00,420.00,430.10,430.10,0.00,0.00,436.66,78249.00
2026-05-25,14:18:08,UNL,39.25,47102.00,47102.00,47000.00,47000.00,47000.00,0.00,0.00,47067.33,30.00
2026-05-25,14:18:08,UNLB,29.92,1385.00,1421.00,1385.00,1394.00,1394.00,0.00,0.00,1396.80,1120.00
2026-05-25,14:18:08,UPCL,42.26,377.00,380.00,373.00,375.00,375.00,0.00,0.00,376.53,52302.00
2026-05-25,14:18:08,UPPER,44.14,197.50,211.90,197.50,209.90,209.90,0.00,0.00,210.22,186381.00
2026-05-25,14:18:08,USHEC,46.87,508.00,521.00,508.00,521.00,521.00,0.00,0.00,517.52,62362.00
2026-05-25,14:18:08,USHL,37.04,630.00,640.00,617.20,625.00,625.00,0.00,0.00,626.84,618.00
2026-05-25,14:18:08,USLB,44.10,1260.00,1288.00,1260.00,1288.00,1288.00,0.00,0.00,1278.16,2939.00
2026-05-25,14:18:08,VLBS,40.46,691.20,708.00,691.20,703.00,703.00,0.00,0.00,701.84,2724.00
2026-05-25,14:18:08,VLUCL,37.07,514.70,514.70,495.00,507.00,507.00,0.00,0.00,503.17,3173.00
2026-05-25,14:18:08,WNLB,41.83,1499.00,1499.00,1455.00,1496.50,1496.50,0.00,0.00,1463.41,403.00
